name;website;vertical;sub_vertical;location;country_raw;region_raw;city_raw;country_normalized;region_normalized;city_normalized;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng;geocode_source
Trust Codes;trust.codes;otra;Item-level Traceability;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FarmBot;farmbot.com.au;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmbrite;farmbrite.com;agtech;Farm Management Software;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmdrop;farmdrop.com;otra;Online Grocery;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmforce AS;farmforce.com;agtech;Supply Chain Traceability;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmless;farmless.com;otra;Protein Fermentation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmstand;farmstand.co.Reino Unido;otra;Healthy Food Service;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmster;farmster.co;otra;Digital Marketplace for Farmers;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmula;https://www.google.com/search?q=farmula.com.au;agtech;Logistics for Agriculture;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FarmWise Labs;farmwise.io;agtech;Robotics & Automation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Farmy AG;farmy.ch;otra;Online Farm-to-Table Market;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fazla;fazla.com;otra;Food Waste Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FIBO;https://www.google.com/search?q=fibo-ops.com;otra;By-product Operations;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Field Doctor;fielddoctor.co.Reino Unido;otra;Science-led Health Meals;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Finally Foods;finally-foods.com;agtech;Ag Biotech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Finapp;finapptech.com;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
FirstWave Group;firstwave.ag;agtech;Aquaculture;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fishway;fishway.be;otra;Cellular Agriculture;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Flowtify;flowtify.de;otra;Food Safety & Quality;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Food Brewer;foodbrewer.com;otra;Biotech/Synthetisation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Food Cycle Science;foodcyclescience.com;otra;Food Waste Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Food Maven;foodmaven.com;otra;Food Redistribution;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Food Safe System;foodsafesystem.com;otra;Automated Compliance;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Food-X;food-x.com;otra;Startup Accelerator;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FoodFacts;foodfacts.se;otra;Retail Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FOODICS;foodics.com;otra;Restaurant Management;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodietips;https://www.google.com/search?q=foodietips.com;otra;Restaurant Discovery;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodme Maestro;foodmaestro.me;otra;Personalized Nutrition Data;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodmoms;foodmoms.de;otra;Family Meal Planning;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodsi;foodsi.pl;otra;Food Waste Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodspace Technology;foodspace.ai;otra;Data Intelligence;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodtouch;https://www.google.com/search?q=foodtouch.com;otra;Active Packaging / Preservation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foodvisor;foodvisor.io;otra;AI Nutrition Coaching;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foody;getfoody.com;otra;Food Delivery Platform;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foorban;foorban.com;otra;Catering & Vending Machines;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Foreverland;foreverland.it;otra;Plant-based;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fork Farms;forkfarms.com;agtech;Vertical & Indoor Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Forte Biotech;fortebio.tech;otra;Food Safety & Quality;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
FOTENIX;fotenix.tech;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fotortec;fotortec.com;otra;Biotech/Synthetisation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Frankles;frankles.cl;otra;Plant-based Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
FreezeM;freezem.com;otra;Upcycled Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fresh and Safe;freshandsafe.com;otra;Food Safety Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fresh Check;freshcheck.co.Reino Unido;otra;Hygiene Verification Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fresh In Your Box;freshinyourbox.es;otra;Fresh Produce Subscription;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fresh Inset;freshinset.com;otra;Food Waste Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fresh Taste;freshtaste.de;otra;Catering/ Office Services & Vending Machines;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Freshbox;freshbox.eu;otra;Smart Container Logistics;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Freshy;freshy.it;otra;Grocery Waste Reduction;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fricon;fricon.pt;otra;Cooling & Freezing Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Frigo Magic;frigomagic.com;otra;Meal Planning App;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Frioclima;frioclima.com;otra;Industrial Refrigeration;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Frizata;frizata.com;otra;Online Grocery;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Frogtek;frogtek.org;otra;Data for Micro-retailers;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fruggies;fruggies.com;otra;Functional Foods & Drinks;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fruitsapp;fruitsapp.com;otra;B2B Fruit Marketplace;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
FruPro;frupro.com;otra;B2B Marketplaces;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
FUL Foods;fulcompany.com;otra;Algae-based Beverages;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fungu'it;funguit.fr;otra;Fungi-based Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Future Biome;futurebiome.com;otra;Meal Replacements & Supplements;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Future Farm;futurefarm.io;otra;Plant-based Meat;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Future Food Institute;futurefoodinstitute.org;otra;Food Innovation Ecosystem;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fybraworks;https://www.google.com/search?q=fybraworks.com;otra;Plant-based Proteins;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Fyto;fyto.us;agtech;Aquatic Crop Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
FÃ¡brica Meatz;https://www.google.com/search?q=fabricameatz.com.br;otra;Plant-based Meat;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gaia Software;gaiak12.com;otra;Restaurant Ops & POS;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gaia Tech;gaiatech.ch;otra;Upcycled Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Galapp;galapagoagro.co;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Galy;galy.co;agtech;Cellular Agriculture (Cotton/Crops);"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gander;gander.co;otra;Food Waste Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Garden Fresh Gourmet;gardenfreshgourmet.com;otra;Fresh Salsas / Dips;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gardin;gardin.ag;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
GarÃ§on Wines;garconwines.com;otra;Sustainable Wine Packaging;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gaston Ai;gastonai.com;otra;Meal Planning & Nutrition;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gastrograph AI;gastrograph.com;otra;AI Sensory Analysis;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
GEA Group;gea.com;otra;Food Manufacturing Tech;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gencis;genecis.co;otra;Bioplastics from Food Waste;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
GENEXIS BIOTECH;genexisbiotech.com;otra;Biotech/Synthetisation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Get Your Daily;getyourdaily.it;otra;Functional Supplements;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
GeXLab;gexlab.com;agtech;Farm Mgmt & Precision Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gimber;gimber.com;otra;Non-alcoholic Ginger Drinks;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Givetogether;https://www.google.com/search?q=givetogether.com;otra;Social Impact Dining;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Global Cerah;globalcerah.com;otra;Upcycled Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Global Sustainable Transformation;gstransform.de;otra;Biotech/Synthetisation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Go4Life;go4life.pt;otra;Functional Food;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Goat;https://www.google.com/search?q=goat-nutrition.com;otra;Targeted Sports Nutrition;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gold&Green Foods;goldandgreenfoods.com;otra;Plant-based Proteins;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Good Catch Foods;goodcatchfoods.com;otra;Plant-based Seafood;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Good Club;goodclub.co.Reino Unido;otra;Sustainable Grocery;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Good Food Institute;gfi.org;otra;Alt-protein Advocacy;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Good Leaf;goodleaf.ca;agtech;Vertical Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Good Nature;goodnature.com;otra;Cold-press Equipment;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
GoodMYLK Co.;goodmylk.co;otra;Alternative Dairy;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Goodoo;goodoo.nl;otra;Plant-based;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Goodside Foods;https://www.google.com/search?q=goodsidefoods.com;otra;Plant-based Crumbles;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
GoParity;goparity.com;otra;Sustainable Finance;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Gousto;gousto.co.Reino Unido;otra;Meal Kit Subscription;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Grainstone;https://www.google.com/search?q=grainstone.com.au;otra;Circular Economy;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Graneet;graneet.fr;otra;SaaS for Food Ops;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2021.0;startup;;;[];;IN_REVIEW;;;backend_pending
Graphen;graphen.ai;otra;AI for Food Supply Chain;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Green City Farming;greencityfarming.com;agtech;Vertical & Indoor Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Green Code;greencode.fr;otra;Anti-waste Labelling;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Green Monday;greenmonday.org;otra;Alt-protein Distribution;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Green On;green-on.se;otra;Protein Fermentation;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2020.0;startup;;;[];;IN_REVIEW;;;backend_pending
Green Spot Technologies;greenspot-tech.com;otra;Upcycled Ingredients;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
Greenhub Solutions;greenhub.eu;agtech;Vertical & Indoor Farming;"{""country"": ""S/D"", ""region"": ""S/D"", ""city"": ""S/D""}";S/D;S/D;S/D;S/D;S/D;S/D;;;;;;;[];2025.0;startup;;;[];;IN_REVIEW;;;backend_pending
