name,website,vertical ,sub vertical,Descripcion / soluciÃ³n ,paÃ­s Â¿dÃ³nde se encuentra su principal sede de operaciones? ,ciudad/regiÃ³n ,EstadÃ­o actual ,TelÃ©fono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES Â¿QUÃ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ Â¿En quÃ© momento del crecimiento estÃ¡?,ÃREA INFLUENCIA: Â¿quÃ© alcance tiene su soluciÃ³n hoy?,"ESTADIO SOLUCIÃN (Â¿En quÃ© nivel de madurez tecnolÃ³gica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME Â¿QUÃ PASÃ CON LA EMPRESA?
Virtual Try,https://www.virtualtry.com/,,,,Israel,"10 ben yehuda, tel aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Investing dot com,https://www.investing.com/,,,,Israel,"48 Derech Menachem Begin, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Crazy eCommerce,https://crazyvendor.com/,,,,Israel,"51 Derech Jaffa, Haifa, Israel",,,,,,,,https://media.mapme.com/places/72e6fec4-62ed-408c-9e46-0af2d731b586/gallery/ff3a867b-6eec-4410-bb95-f5b5765c2f37.sd,,,,,,,,,,
Montiera Technologies,https://www.montiera.com/,,,,Israel,"46 Retsif Herbert Samuel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Scoompa,https://www.scoompa.com/,,,,Israel,"Prof. Yehezkel Kaufmann 6, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/67aad4c9-c55d-4c16-a29d-18e1401aad00/gallery/404c8ddf-68ea-4db3-966d-89cee2065622.sd,,,,,,,,,,
Elevation Academy,https://www.elevationacademy.co/,,,,Israel,"HaPelech Street, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/56b53345-d9e7-427b-a436-988e4e678803/gallery/9b7b6571-944a-43e0-80e9-fb0d444b8fe6.sd,,,,,,,,,,
Eyecam,https://www.eyecam.com/,,,,Israel,"1 Yoseph Lishanski, Rishon Le Zion, Israel",,,,,,,,N/A,,,,,,,,,,
My RecipeBox,https://www.myrecipebox.com/,,,,Israel,"Ariel, Israel",,,,,,,,N/A,,,,,,,,,,
Scanmarker,https://www.scanmarker.com/,,,,Israel,"5 Etgar, Tirat Karmel, Israel",,,,,,,,N/A,,,,,,,,,,
Rumble,https://rumble.me/,,,,Israel,"Shevah 7, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/7b8c9221-93d7-40d1-8e03-b4ee9ace8e6d/gallery/5cbe335b-d58f-43e6-8d2a-25d4e618bddc.sd,,,,,,,,,,
Lusha,https://www.lusha.co/index,,,,Israel,"Rothschild Boulevard 45, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/441b6835-cdf2-461b-9978-2070c0cee62b/gallery/206783cd-6e7b-49ee-a9ca-1fc975107cc1.sd,,,,,,,,,,
Kidkedoo,https://www.kidkedoo.com/,,,,Israel,"Bilu St 20, Ness Ziyyona, Israel",,,,,,,,https://media.mapme.com/places/3ca26892-321b-4632-bbba-9de29d8346b5/gallery/8858099a-eab4-412b-9e54-0e209426db56.sd,,,,,,,,,,
twofold data,https://twofolddata.com/,,,,Israel,"16 Aba Eban, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
POP Medical Solutions,https://www.radbiomed.com/portfolio/medical-devices/1268.aspx,,,,Israel,"27 Habarzel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Modular Construction Toys,https://www.modulartoy.com/,,,,Israel,"2 Merhavia, Be&#x60;er Tuvia, Israel",,,,,,,,N/A,,,,,,,,,,
Svyver,https://www.svyver.com/,,,,Israel,"2 Hahadarim, Ashdod, Israel",,,,,,,,https://media.mapme.com/places/c91ce98e-dcde-44ba-929a-29d0dd43aeac/gallery/186d7674-5ba1-4ed1-97d9-b1cc50cc03df.sd,,,,,,,,,,
Adquant,https://www.adquant.com/,,,,Israel,"90 Menachem Begin, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Plarium Global,https://www.plarium.com/,,,,Israel,"1 Hamenofim , Herzeliya Pituah, Israel",,,,,,,,N/A,,,,,,,,,,
Beam Networks,https://www.beamnetworks.com/,,,,Israel,"Rehovot, Israel",,,,,,,,N/A,,,,,,,,,,
Xtendi,https://www.xtendi.com/,,,,Israel,"18 Leah, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
5skills,https://5skills.me/,,,,Israel,"8 Bloch St., Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Zollo,https://www.zollo.co.il/,,,,Israel,"30 Kalischer, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/c28f1b3c-692e-4183-9e4e-38fd0a226b75/gallery/a2ac68ec-3ee2-4f9b-ac5d-ae8833f17577.sd,,,,,,,,,,
Kiddiz.me,https://www.kiddiz.me/,,,,Israel,"Shabazi 18, Pardes Hanna-Karkur, Israel",,,,,,,,N/A,,,,,,,,,,
Headbox,https://headbox.me/,,,,Israel,"5 zvi herman segal, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
BeyondSpark,https://beyondspark.com/,,,,Israel,"Shderot Aba Eban, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/6f2cc8ad-a219-4df4-8322-a2b091d1d170/gallery/e1656924-9424-412d-baf4-2cf1f9203088.sd,,,,,,,,,,
Netotiate,https://www.netotiate.com/,,,,Israel,"124 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Bizzabo,https://www.bizzabo.com/,,,,Israel,"3 Hapiyus, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/9a7809d3-a316-46b3-8125-28f1ea5b91ba/gallery/6847859e-481d-460f-8e83-f2574da92b74.sd,,,,,,,,,,
Joonko,https://www.joonko.co/,,,,Israel,"Rothschild Boulevard 45, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/a9a84917-40fc-4069-9604-a7628c6f6e1e/gallery/ff868258-2bdb-42cd-b17c-840b16608299.sd,,,,,,,,,,
Otipo,https://otipo.com/,,,,Israel,"8 Balfur, Ramat HaSharon, Israel",,,,,,,,N/A,,,,,,,,,,
Votiro,https://www.votiro.com/,,,,Israel,"126 Igal Alon, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/421d040a-cf70-4acf-9d39-8033e14cd966/gallery/bc5e6763-46a5-4d04-b588-bfea5d03dd7f.sd,,,,,,,,,,
ITQlick,https://www.itqlick.com/,,,,Israel,"Hadror, Ein vered, Israel",,,,,,,,N/A,,,,,,,,,,
Advanced Mem-Tech,https://www.advanced-mem-tech.com/,,,,Israel,"2 hamada, Nes Ziona, Israel",,,,,,,,N/A,,,,,,,,,,
iguazio,https://www.iguazio.com/,,,,Israel,"Arieh Shenkar Street 18, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/cdd8388b-edca-490e-aad3-5e04580ed11f/gallery/758eccc6-7a1d-4584-8ed6-ed6765c34ead.sd,,,,,,,,,,
Stevie,https://www.stevie.com/,,,,Israel,"Levontin 3, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/21294326-b8a7-461b-9407-83dece637ce6/gallery/973ebffe-4e43-44b1-bbcf-56c1050e393b.sd,,,,,,,,,,
Nextplus,https://nextplus.io/,,,,Israel,"HaMelacha St 23, Rosh Haayin, Israel",,,,,,,,https://media.mapme.com/places/5ad746ca-2e69-43e7-8b3f-f75c047448c6/gallery/ec8c3065-d4ac-4ff4-93ff-1f9b53747ced.sd,,,,,,,,,,
Shimeba,https://www.shimeba.com/,,,,Israel,"64 Frishman, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/933a398b-c978-4fe7-9fe6-b06f0037aeb4/gallery/290cfcf7-0e65-4c53-a339-22e71fe990fc.sd,,,,,,,,,,
Tipengo,https://www.hijoey.com/,,,,Israel,"4 Ein Zeitim , Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Core Bone,https://www.mofet.org.il/Companies.aspx?CatID=18&ProdID=39,,,,Israel,"Efrat, Israel",,,,,,,,N/A,,,,,,,,,,
Lexifone,https://www.lexifone.com/,,,,Israel,"Haifa, Israel",,,,,,,,N/A,,,,,,,,,,
DiscoverCloud,https://www.discovercloud.com/,,,,Israel,"47 Rothschild Boulvard, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/0e1d8da9-b813-44a8-93c0-2227f6760389/gallery/bf13503f-809b-4888-ac11-173ab197426c.sd,,,,,,,,,,
3dYouAndMe,https://www.3dyouandme.com/,,,,Israel,"20 Habashan str, Rishon Le Zion, Israel",,,,,,,,https://media.mapme.com/places/d23bb237-5f58-46df-9ae6-efe7e2b4013b/gallery/2bdfeaef-89c3-42e3-ad58-3f2f3cd01936.sd,,,,,,,,,,
GreenShpits,https://www.greenshpits.com/,,,,Israel,"90 Akiva, Raanana, Israel",,,,,,,,N/A,,,,,,,,,,
Mobileye,https://www.mobileye.com/,,,,Israel,"E.S. Artom Street 13, Jerusalem, Israel",,,,,,,,https://media.mapme.com/places/b3637171-a649-4f94-b661-f38d389c62d3/gallery/39614d98-153e-48ea-b6f7-e34874264445.sd,,,,,,,,,,
yourbizzz,https://www.yourbizzz.com/,,,,Israel,"0, Kibbutz Horashim, Israel",,,,,,,,N/A,,,,,,,,,,
Proso,https://www.proso.co.il/,,,,Israel,"Golda Meir 3, Ness Ziona, Israel",,,,,,,,https://media.mapme.com/places/9e7a5dde-dece-4661-bd88-6e7d2b450a2d/gallery/d2b5ffcd-19db-4c22-b836-3fdea613aa72.sd,,,,,,,,,,
Mer CellO,https://www.cellowireless.com/,,,,Israel,"HaTsoref 5, Holon, Israel",,,,,,,,https://media.mapme.com/places/1c1fe370-d575-4ccb-835d-37e11f9a0e71/gallery/f5ffc723-d3bb-447e-9cc0-d4a9682340b3.sd,,,,,,,,,,
TalkSparks,https://www.talksparks.com/,,,,Israel,"36 Sokolov, Ramat Hasharon, Israel",,,,,,,,N/A,,,,,,,,,,
Toonimo,https://www.toonimo.com/,,,,Israel,"3 Rothschild Blvd, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Best Tv,https://www.best-tv.com/,,,,Israel,"167 Hayarkon St, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
The Table,https://thetable.me/,,,,Israel,"94 allenby, tel aviv, Israel",,,,,,,,https://media.mapme.com/places/a199e9d0-e6b0-40b4-ab1c-9bb4ffdaefcd/gallery/6f99a68f-eea4-494c-ae28-bd6a7b5ad8fe.sd,,,,,,,,,,
Legalogic,https://www.legalogic.com/,,,,Israel,"31 yavne, tel aviv, Israel",,,,,,,,https://media.mapme.com/places/c043ea1c-f764-4d34-a275-7fbb3d905ddf/gallery/56fb9882-8122-401f-92f0-4fbcb75540e0.sd,,,,,,,,,,
Fooducate,https://www.fooducate.com/,,,,Israel,"8 Tushiya, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
DealPly,https://www.dealply.com/,,,,Israel,"124 Ibn Gabirol, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
PassCall Advanced Technologies,https://www.passcall.com/,,,,Israel,"2 Huri, Haifa, Israel",,,,,,,,N/A,,,,,,,,,,
Kontera,https://www.kontera.com/,,,,Israel,"1 Arieh Shenkar, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Wis2Biz (Wisdom to Business),N/A,,,,Israel,"mazal eliezr 4, Rishon LeTzion",,,,,,,,https://media.mapme.com/places/9f72ed11-e557-483d-9ed3-5caf6c188900/gallery/7420102b-b80f-4d1d-a104-94b26b5dad22.sd,,,,,,,,,,
NIMD,https://nimd-ltd.com/,,,,Israel,"2 Abu Obieda Ibn Al Jarah, Jerusalem, Israel",,,,,,,,https://media.mapme.com/places/4ad1046e-604c-4ea4-b2d9-0f211b5b73a8/gallery/1a6e6f88-a5b4-4bc2-aeb1-f9fbe802d6fe.sd,,,,,,,,,,
On-Semble,https://www.on-semble.com/,,,,Israel,"Ra'anana, Israel",,,,,,,,https://media.mapme.com/places/f881a706-8798-4990-9bc9-22419c80e15a/gallery/e6b60293-87a1-4c5a-a0bc-2d08dfee0a5b.sd,,,,,,,,,,
Roundforest,https://www.roundforest.com/,,,,Israel,"Har Sinai St 2, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/b7c4b960-d0b2-45ba-9700-79f6db979483/gallery/2893de45-82a2-4a80-82c4-88fc37abf5d2.sd,,,,,,,,,,
Qrate,https://www.appqrate.com/,,,,Israel,"3 Pineles, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Finnetrix,https://www.finnetrix.com/,,,,Israel,"38 HaRav Friedman, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Wemark,https://www.wemark.com/,,,,Israel,"Kaufmann 2, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/288d870c-aae1-43dc-ba07-ca8be9457d10/gallery/5c297c35-4a67-4ea1-bc17-4793aa90ac42.sd,,,,,,,,,,
Tel-Aviv Times,https://www.telavivtimes.co.il/,,,,Israel,"6 Andrews, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
CrediFi,https://www.credifi.com/,,,,Israel,"Yigael Yadin 53, Modi'in-Maccabim-Re'ut, Israel",,,,,,,,https://media.mapme.com/places/2694f92d-79ff-4416-831c-16cf1b1e7699/gallery/b3a8814e-dd8e-4d05-bca1-896492062d7a.sd,,,,,,,,,,
SEOgenie,https://www.seo-genie.com/,,,,Israel,"11 Hamenofim, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Nano Dimension,https://www.nano-di.com/,,,,Israel,"Ilan Ramon 2, Ness Tsiona, Israel",,,,,,,,https://media.mapme.com/places/5d9e3460-95c3-4a52-93f2-31c52e4003da/gallery/af64457c-78fb-4b98-abc0-6ce74f8695be.sd,,,,,,,,,,
Slyce,https://slyce.it/,,,,Israel,"Alonim, Israel",,,,,,,,https://media.mapme.com/places/4784a813-7109-42d2-ade0-9b935c035306/gallery/721b64c9-5b94-447e-b476-a287143d89d0.sd,,,,,,,,,,
LikeiD,https://www.likeid.co.il/,,,,Israel,"11 HaTaasiya, Kiryat Ata, Israel",,,,,,,,N/A,,,,,,,,,,
koltrol,https://www.centel.com/,,,,Israel,"41 hameyasdim st, Even Yehuda, Israel",,,,,,,,N/A,,,,,,,,,,
Discover Medical Devices,https://www.discovermedical.com/,,,,Israel,"84 Yitzhak Rabin, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
TReino Unidouoro,https://www.tReino Unidouoro.com/,,,,Israel,"Tel Aviv District, Israel",,,,,,,,https://media.mapme.com/places/38bde0b7-bddb-4cd1-85a3-8e226078cf20/gallery/710045e9-7de9-42b3-9db0-12b0e3ae9825.sd,,,,,,,,,,
Propel,https://www.propelmypr.com/,,,,Israel,"Aluf Kalman Magen Street, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/fe00b015-92f7-4f89-b291-c3f8807489e5/gallery/e9efcb5b-a296-43eb-b01a-24d3f92a7008.sd,,,,,,,,,,
Deeplink,https://www.deeplink.me/,,,,Israel,"7 Dubnov, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Morpheus Design Technologies,https://www.morphe.us.com/,,,,Israel,"98 yigal alon, tel aviv, Israel",,,,,,,,N/A,,,,,,,,,,
CiValue,https://www.civalue.com/,,,,Israel,"×××¦××¨× 6, ××§× ×¢× ×¢××××ª, Israel",,,,,,,,https://media.mapme.com/places/f77ca646-4137-4357-8daa-9adbeefe8f5f/gallery/1c445169-e0d7-4b86-830e-21bdab02c44e.sd,,,,,,,,,,
Tabtale,https://www.tabtale.com/,,,,Israel,"Raoul Wallenberg St 24, Tel Aviv-Yafo",,,,,,,,https://media.mapme.com/places/c5ef46a6-c378-4fff-8e5a-6bb61e002642/gallery/2f5298c6-7dde-4aa7-8f4f-84973f12d500.sd,,,,,,,,,,
Zoom Analytics,https://zoomanalytics.co/,,,,Israel,"9 Hakfar, Kiryat-Ono, Israel",,,,,,,,N/A,,,,,,,,,,
Pulssoft,https://pulssoft.com/site/,,,,Israel,"1 Yetsiat Eropa St 4, Beer Sheva, Israel",,,,,,,,https://media.mapme.com/places/535e6310-af3d-4977-bd43-7969af523353/gallery/184a55de-868b-40ae-8d69-b5496ae325ca.sd,,,,,,,,,,
Tok Media,https://www.tok-media.com/,,,,Israel,"28 Hebron, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
Bit2c,https://www.bit2c.co.il/,,,,Israel,"4 Kaplan, Tel aviv, Israel",,,,,,,,N/A,,,,,,,,,,
eWaveMD,https://www.ewavemd.com/,,,,Israel,"1 Kibutz Glil-Yam, Herzelia, Israel",,,,,,,,N/A,,,,,,,,,,
Waterfall Security Solutions,https://www.waterfall-security.com/,,,,Israel,"21 HaMelacha, Rosh Haayin, Israel",,,,,,,,N/A,,,,,,,,,,
Highcon Systems,https://www.highcon.net/,,,,Israel,"4 Paran, Yavne, Israel",,,,,,,,https://media.mapme.com/places/576532ec-4201-448f-a3f2-b4798936ca3f/gallery/13c345c9-5955-42b0-af65-74bd2cf449a4.sd,,,,,,,,,,
Screenovate,https://www.screenovate.com/,,,,Israel,"34 Jerusalem street, Ra'anana, Israel",,,,,,,,https://media.mapme.com/places/3674b94b-d4e2-4e5e-879a-a42246dd3603/gallery/f988edc5-d1a5-45f5-b569-bef404a3323a.sd,,,,,,,,,,
Feedweb Research,https://feedweb.net/,,,,Israel,"7 HaTaasiya, Raanana, Israel",,,,,,,,https://media.mapme.com/places/60e2b290-f523-4133-b34c-eb7c9253a395/gallery/bd0c8c2c-da4a-446d-8ee5-1fe5c090ad77.sd,,,,,,,,,,
CreativeMinds,https://www.cminds.com/,,,,Israel,"Ha-Rimon Street 76, Kfar Bin Nun, Israel",,,,,,,,https://media.mapme.com/places/051e9e14-a79d-4fe3-8007-f3c48275f2de/gallery/0193a8c0-3e06-4be7-9f0b-040591ef2aae.sd,,,,,,,,,,
Jinni,https://www.jinni.com/,,,,Israel,"10 HaAmal Park Afek, Rosh Haayin, Israel",,,,,,,,N/A,,,,,,,,,,
Yalla.Do,https://yalla.do/,,,,Israel,"2 Issawiya, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
Zikk Software,https://www.zikkapp.com/,,,,Israel,"70 Hayarkon, Tel-Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
T-REX,https://www.trexgroup.com/,,,,Israel,"Yigal Alon St 65, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/cfa801a5-ade5-4385-baab-248604420fc7/gallery/c4e3b3f6-f9a3-4bab-a5b0-5be488efcd6e.sd,,,,,,,,,,
Shopiz,https://www.shopiz.com/,,,,Israel,"45 Rothschild Avn., Tel-Aviv, Israel",,,,,,,,https://media.mapme.com/places/289be323-3ea0-4e5d-88f2-e83e3c0291cb/gallery/e950d160-351d-4021-8eef-a72352e9b253.sd,,,,,,,,,,
Evature,https://evature.com/,,,,Israel,"53 A Moshe Levi, Ness Ziona, Israel",,,,,,,,N/A,,,,,,,,,,
Spaceek,https://www.spaceek.com/,,,,Israel,"HaSivim 18, Petah Tikva, Israel",,,,,,,,https://media.mapme.com/places/3780094b-ec41-4a63-bd0a-1979536634ef/gallery/b5d94e5c-c041-493c-99c1-e38139335a4a.sd,,,,,,,,,,
Evolero,https://www.evolero.com/,,,,Israel,"Dubnov 7, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/c4af8a97-9cd4-4411-a96d-a103264fd72d/gallery/baf80ee4-1c30-4994-bc63-48864827917a.sd,,,,,,,,,,
Mediagno,https://www.mediagno.com/,,,,Israel,"9 gildesgim, tel aviv, Israel",,,,,,,,https://media.mapme.com/places/83636525-76de-486d-9ab9-a12066d2f029/gallery/b9397fec-1ff5-439f-8c83-1c1bc33bdc95.sd,,,,,,,,,,
Yotpo,https://www.yotpo.com/,,,,Israel,"12 David Khakhami, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/56a397c5-1e16-479e-98e7-0f461fa69853/gallery/be3caff7-93dd-4a57-8627-60a570bc058f.sd,,,,,,,,,,
ViXi TV,https://vixi.tv/,,,,Israel,hashikma 2 Azur,,,,,,,,https://media.mapme.com/places/8c4ca9bd-5429-479a-9d50-9ae4d6af9f8c/gallery/7192c967-7d25-4b4f-96ce-b478946f5433.sd,,,,,,,,,,
Wiser,https://www.wiser.com/,,,,Israel,"××× ××¢× 28, ×ª× ×××× ××¤×, ××©×¨××",,,,,,,,https://media.mapme.com/places/784f34ea-7725-42cb-ba2f-79650e797571/gallery/f5affa5d-dd6a-439c-ad5d-8dfeb8f6a2bd.sd,,,,,,,,,,
Onavo,https://www.onavo.com/,,,,Israel,"16 Aba Hillel, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
Tactile mobility,https://tactilemobility.com/,,,,Israel,"HaAtsma'ut Road 45, Haifa, Israel",,,,,,,,https://media.mapme.com/places/4fe9ce39-61ba-481b-87b7-c8a19dc92658/gallery/c18789cd-5d79-4f67-84e0-77773ebd69c1.sd,,,,,,,,,,
SlideMagic,https://slidemagic.com/,,,,Israel,"10 Herzl Rosenblum, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/c026b741-0a52-45cc-8c74-63c6e81e926d/gallery/90384e94-ea53-4a44-82a4-20cf2d6ff38c.sd,,,,,,,,,,
Teradata Mobile (Formerly Appoxee),https://www.appoxee.com/,,,,Israel,"3 HaBarzel, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/37109057-55bb-4c68-83cd-5d2cbcd6535b/gallery/ba9f65d7-0777-4ce2-8637-edba7afbd855.sd,,,,,,,,,,
zerobillbank,https://www.zerobillbank.com/,,,,Israel,"52 Nahalat Binyamin St, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/08a45f43-be33-4373-8839-401dae086ac4/gallery/51bbfc1a-89b6-4847-b231-2ba9c602aeb6.sd,,,,,,,,,,
Aorato,https://www.aorato.com/,,,,Israel,"35 Maskit, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Taboola,https://www.taboola.com/,,,,Israel,"Jabotinsky St 2, Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/c94b722b-220b-428f-82ff-d725aa72cea0/gallery/669f8142-eeea-4668-b1e5-11ff62a8bfdc.sd,,,,,,,,,,
Groundwork BioAg,https://www.groundworkbioag.com/,,,,Israel,"27 Hashachar St., Moshav Mazor, Israel",,,,,,,,https://media.mapme.com/places/04e8b12c-1437-4c04-a693-425b668eb367/gallery/11b9a8f1-4601-436c-a448-519e9f764862.sd,,,,,,,,,,
Chiasma,https://www.chiasmapharma.com/,,,,Israel,"10 artom, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
Pulse Play,https://www.pulse-play.com/,,,,Israel,"Ha-Kharuv 8, Rishpon, Israel",,,,,,,,https://media.mapme.com/places/6a623ec6-de0c-4ac8-84d6-68b26a07429b/gallery/bb8c37fd-b8fc-494c-9230-29957fa68eb3.sd,,,,,,,,,,
ReacTics,https://about.me/reactics,,,,Israel,"10 Hayarkon, Yavne, Israel",,,,,,,,https://media.mapme.com/places/cd9e5e14-2c68-4d7a-9d8c-0e451bfc0de2/gallery/fb297333-761b-4d07-b8e5-eb2f6d9f6509.sd,,,,,,,,,,
Jungo Connectivity,https://www.jungo.com/,,,,Israel,"1 Hamachshev St., Netanya, Israel",,,,,,,,https://media.mapme.com/places/0bf175f4-160e-4269-8512-d92d1e7968fa/gallery/aeea049e-24e5-4587-a083-cb934177a989.sd,,,,,,,,,,
Intigua,https://www.intigua.com/,,,,Israel,"8 Maskit, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Umoove,https://www.umoove.me/,,,,Israel,"8 HaMarpe, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
Jelly Button Games,https://www.jellybtn.com/,,,,Israel,"Schocken 27, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/437ec89d-bde5-4084-8d84-4999a5c7e246/gallery/da184a20-f80b-4a7a-b890-c233d63478c8.sd,,,,,,,,,,
Protextme,https://www.protextme.com/,,,,Israel,"HaSadna St, Ra'anana, Israel",,,,,,,,https://media.mapme.com/places/c7bac81d-bd56-4d49-a9eb-4c5778a472a2/gallery/7e2b265c-1faf-4f4d-90a7-6fb0bb6aebd8.sd,,,,,,,,,,
ALMtoolbox (f. GoMidjets),https://www.almtoolbox.com/,,,,Israel,"68 Shlomo Kaplanski, Petah Tikva, Israel",,,,,,,,https://media.mapme.com/places/2b37d83e-197d-4632-a232-554b667d4625/gallery/3bcfa770-256d-430c-8e49-a8e7cb68ed57.sd,,,,,,,,,,
Stepin,https://stepinapp.com/,,,,Israel,"5 Sokolov, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
iridize,https://iridize.com/,,,,Israel,"1 Lev ha-Arets Industial Zone, Rosh Haayin, Israel",,,,,,,,https://media.mapme.com/places/c551dcc5-f0d7-422d-a285-1b0c2b1165be/gallery/ac2ca349-6aff-4801-a955-c256e2399a62.sd,,,,,,,,,,
Dyadic Security,https://www.dyadicsec.com/,,,,Israel,"13 Menachem Begin, Givat Shmuel, Israel",,,,,,,,N/A,,,,,,,,,,
Cliniclicks,https://www.cliniclicks.com/,,,,Israel,"5 Druyanov, tel aviv, Israel",,,,,,,,N/A,,,,,,,,,,
2BI,https://www.2bi.co.il/,,,,Israel,"19 Ein Gedy, Rosh Ha'ain, Israel",,,,,,,,N/A,,,,,,,,,,
Medic Vision,https://www.medicvision.com/,,,,Israel,"Tirat Carmel, Israel",,,,,,,,N/A,,,,,,,,,,
Pursway,https://www.pursway.com/,,,,Israel,"8 Hamada, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
AppsFlyer,https://www.appsflyer.com/,,,,Israel,"Medinat ha-Yehudim Street 85, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/3b6895d1-7a78-4daa-b4bc-7557ff2ab8de/gallery/6cb15d73-c5f3-455d-9375-41ef9b3977d1.sd,,,,,,,,,,
MiRobot,https://www.mirobot.co.il/,,,,Israel,"65 Yigal Alon, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
PowToon,https://www.powtoon.com/,,,,Israel,"6 Haarbaa, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/1f903c4a-1f8e-4eee-9317-11fb46062024/gallery/498ed043-8d3c-4992-b5f9-5529acf7c0fd.sd,,,,,,,,,,
Black Angus,https://blackang.us/,,,,Israel,"15 Florentin, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/90535ea0-e8f7-43f1-866c-843c44ccf142/gallery/54b00294-7368-40c5-8402-490cd3763fb8.sd,,,,,,,,,,
TourVR,N/A,,,,Israel,"Ha-Erez 79, Aminadav, Israel",,,,,,,,N/A,,,,,,,,,,
SleepRate,https://www.sleeprate.com/,,,,Israel,"20 Hamagshimim St., Petach Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
VideoStir,https://videostir.com/,,,,Israel,"HaNehoshet Street 6, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/d85a5fa8-eb99-4b6a-bab9-d3a09f9153d3/gallery/824d73af-0dc8-4d60-8001-3f7b45a42b2a.sd,,,,,,,,,,
Tailor Brands,https://www.tailorbrands.com/jobs,,,,Israel,"Rothschild Boulevard, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/72a6503c-26a3-4c57-9af8-ec7c5ee4007e/gallery/e8acae93-84fc-4215-9e3b-ff54d84112c5.sd,,,,,,,,,,
